Year,Month,State,Genus Species,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,causative_agent,prep_location,perc_tot_illnesses,perc_tot_hospitalizations,perc_tot_deaths,Year/Month
2009,1,Massachusetts,"Escherichia coli, Shiga toxin-producing",Private home/residence,3,2.0,0.0,"ground beef, hamburger",Escherichia,Private home/residence,0.0008031461913469029,0.013623050200939991,0.0,2009-1
2009,1,Massachusetts,,Banquet Facility (food prepared and served on-site),32,0.0,0.0,salads; tomatoes; vegetables,,Banquet Facility,0.008566892707700299,0.0,0.0,2009-1
2009,1,Michigan,,Restaurant - other or unknown type,15,0.0,0.0,"burrito, chicken",,Restaurant/other,0.004015730956734515,0.0,0.0,2009-1
2009,2,New York,Norovirus unknown,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),24,0.0,0.0,lettuce,Norovirus,Restaurant/other,0.006425169530775223,0.0,0.0,2009-2
2009,2,Massachusetts,Salmonella enterica,,2,0.0,0.0,,Salmonella,,0.0005354307942312687,0.0,0.0,2009-2
2009,1,Tennessee,Norovirus Genogroup II,Restaurant - Sit-down dining,22,4.0,0.0,"oysters, raw",Norovirus,Restaurant/Sit-down,0.005889738736543955,0.027246100401879983,0.0,2009-1
2009,1,Tennessee,Norovirus Genogroup I,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0.0,0.0,,Norovirus,Restaurant/Fast-food,0.0016062923826938057,0.0,0.0,2009-1
2009,1,New York,,Restaurant - Sit-down dining,6,0.0,0.0,"ground beef, other",,Restaurant/Sit-down,0.0016062923826938057,0.0,0.0,2009-1
2009,1,Florida,Norovirus Genogroup I,Restaurant - other or unknown type,24,0.0,0.0,"sandwich, wrap; sandwich, wrap",Norovirus,Restaurant/other,0.006425169530775223,0.0,0.0,2009-1
2009,2,New York,Norovirus,Restaurant - Sit-down dining,51,1.0,0.0,"ground beef, gravy, toast, egg dish",Norovirus,Restaurant/Sit-down,0.01365348525289735,0.006811525100469996,0.0,2009-2
2009,2,New York,,Restaurant - Sit-down dining,9,1.0,0.0,,,Restaurant/Sit-down,0.002409438574040709,0.006811525100469996,0.0,2009-2
2009,2,New York,,Restaurant - Sit-down dining,12,0.0,0.0,,,Restaurant/Sit-down,0.0032125847653876115,0.0,0.0,2009-2
2009,1,Florida,,Restaurant - Sit-down dining,15,0.0,0.0,macaroni salad,,Restaurant/Sit-down,0.004015730956734515,0.0,0.0,2009-1
2009,2,Florida,Norovirus Genogroup II,Long-term care/nursing home/assisted living facility,13,2.0,0.0,"cookies, unspecified",Norovirus,Long-term care/nursing home,0.0034803001625032456,0.013623050200939991,0.0,2009-2
2009,3,New York,Staphylococcus aureus,Private home/residence,20,0.0,0.0,chicken yak,Staphylococcus,Private home/residence,0.005354307942312686,0.0,0.0,2009-3
2009,2,Wyoming,Norovirus Genogroup II,,13,0.0,0.0,,Norovirus,,0.0034803001625032456,0.0,0.0,2009-2
2009,3,Illinois,Norovirus,Private home/residence; Caterer (food prepared off-site from where served); School/college/university,189,1.0,0.0,"ice; lemonade, unspecified",Norovirus,School/college/university,0.05059821005485488,0.006811525100469996,0.0,2009-3
2009,3,Illinois,Salmonella enterica,Restaurant - Sit-down dining,6,0.0,0.0,,Salmonella,Restaurant/Sit-down,0.0016062923826938057,0.0,0.0,2009-3
2009,3,Illinois,Campylobacter jejuni; Listeria monocytogenes,Private home/residence,6,1.0,0.0,,Listeria,Private home/residence,0.0016062923826938057,0.006811525100469996,0.0,2009-3
2009,3,Illinois,Norovirus Genogroup II,Restaurant - other or unknown type,27,0.0,0.0,,Norovirus,Restaurant/other,0.007228315722122127,0.0,0.0,2009-3
2009,4,Illinois,Clostridium perfringens,Private home/residence; Banquet Facility (food prepared and served on-site),24,0.0,0.0,"spaghetti, unspecified",Clostridium,Private home/residence,0.006425169530775223,0.0,0.0,2009-4
2009,3,Illinois,Salmonella enterica,Grocery store,5,0.0,0.0,,Salmonella,Grocery store,0.0013385769855781716,0.0,0.0,2009-3
2009,2,Massachusetts,,Restaurant - Sit-down dining,9,0.0,0.0,,,Restaurant/Sit-down,0.002409438574040709,0.0,0.0,2009-2
2009,3,Michigan,,Restaurant - Sit-down dining,14,1.0,0.0,salads,,Restaurant/Sit-down,0.0037480155596188807,0.006811525100469996,0.0,2009-3
2009,3,Ohio,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,0.0,"cheese; deli meat, sliced turkey",,Restaurant/Fast-food,0.0008031461913469029,0.0,0.0,2009-3
2009,1,Michigan,,Restaurant - other or unknown type,18,0.0,0.0,turkey,,Restaurant/other,0.004818877148081418,0.0,0.0,2009-1
2009,1,Wisconsin,Norovirus Genogroup II,Restaurant - Sit-down dining,16,0.0,0.0,fruit,Norovirus,Restaurant/Sit-down,0.0042834463538501495,0.0,0.0,2009-1
2009,1,Wisconsin,Norovirus Genogroup II,Restaurant - Sit-down dining,5,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0013385769855781716,0.0,0.0,2009-1
2009,2,Wisconsin,Clostridium perfringens,Restaurant - Sit-down dining,90,0.0,0.0,"beef, brisket",Clostridium,Restaurant/Sit-down,0.02409438574040709,0.0,0.0,2009-2
2009,3,Ohio,Norovirus Genogroup II,Banquet Facility (food prepared and served on-site),20,0.0,0.0,,Norovirus,Banquet Facility,0.005354307942312686,0.0,0.0,2009-3
2009,3,Florida,,,5,1.0,0.0,,,,0.0013385769855781716,0.006811525100469996,0.0,2009-3
2009,1,New Hampshire,Norovirus Genogroup II,Office/indoor workplace,11,0.0,0.0,fruit-based salads,Norovirus,Office,0.0029448693682719777,0.0,0.0,2009-1
2009,3,Arkansas,Salmonella enterica,,5,3.0,0.0,,Salmonella,,0.0013385769855781716,0.020434575301409987,0.0,2009-3
2009,2,Missouri,,Restaurant - Sit-down dining,17,0.0,0.0,"cake, tiramisu",,Restaurant/Sit-down,0.004551161750965783,0.0,0.0,2009-2
2009,3,Idaho,Clostridium perfringens,Private home/residence,8,0.0,0.0,"chicken, other",Clostridium,Private home/residence,0.0021417231769250747,0.0,0.0,2009-3
2009,4,Minnesota,Norovirus,"Restaurant - ""Fast-food""(drive up service or pay at counter)",15,0.0,0.0,"sandwich, unspecified",Norovirus,Restaurant/Fast-food,0.004015730956734515,0.0,0.0,2009-4
2009,4,Ohio,,Restaurant - Sit-down dining,3,0.0,0.0,,,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2009-4
2009,4,Ohio,,,2,0.0,0.0,,,,0.0005354307942312687,0.0,0.0,2009-4
2009,3,Wisconsin,Norovirus Genogroup II,Restaurant - Sit-down dining,23,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.006157454133659588,0.0,0.0,2009-3
2009,3,Florida,,Restaurant - Sit-down dining,4,0.0,0.0,ice; chicken,,Restaurant/Sit-down,0.0010708615884625374,0.0,0.0,2009-3
2009,3,Michigan,,Restaurant - other or unknown type,12,0.0,0.0,,,Restaurant/other,0.0032125847653876115,0.0,0.0,2009-3
2009,3,Michigan,Norovirus Genogroup II,Restaurant - other or unknown type; Banquet Facility (food prepared and served on-site),131,2.0,0.0,"salad, unspecified",Norovirus,Restaurant/other,0.0350707170221481,0.013623050200939991,0.0,2009-3
2009,3,Michigan,,Restaurant - other or unknown type,9,,0.0,,,Restaurant/other,0.002409438574040709,,0.0,2009-3
2009,4,Ohio,,Restaurant - Sit-down dining,3,0.0,0.0,,,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2009-4
2009,2,Ohio,Norovirus Genogroup I,Caterer (food prepared off-site from where served),70,1.0,0.0,egg salad/egg salad sandwich,Norovirus,Caterer,0.0187400777980944,0.006811525100469996,0.0,2009-2
2009,1,Connecticut,Norovirus Genogroup II,Restaurant - Sit-down dining,21,0.0,0.0,ice,Norovirus,Restaurant/Sit-down,0.00562202333942832,0.0,0.0,2009-1
2009,1,Connecticut,Salmonella enterica,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),7,2.0,0.0,"lasagna, vegetarian",Salmonella,Restaurant/Sit-down,0.0018740077798094403,0.013623050200939991,0.0,2009-1
2009,2,Connecticut,Salmonella enterica,"Restaurant - other or unknown type; Private home/residence; Fair, festival, other temp or mobile services",4,1.0,0.0,,Salmonella,Restaurant/other,0.0010708615884625374,0.006811525100469996,0.0,2009-2
2009,1,California,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,0.0,bun,,Restaurant/Fast-food,0.0008031461913469029,0.0,0.0,2009-1
2009,4,Illinois,,Restaurant - other or unknown type,2,0.0,0.0,,,Restaurant/other,0.0005354307942312687,0.0,0.0,2009-4
2009,4,Minnesota,Norovirus,Restaurant - Sit-down dining,10,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.002677153971156343,0.0,0.0,2009-4
2009,1,Missouri,,Banquet Facility (food prepared and served on-site),40,0.0,0.0,,,Banquet Facility,0.010708615884625372,0.0,0.0,2009-1
2009,4,New York,Salmonella enterica,Restaurant - Sit-down dining,13,4.0,0.0,"lamb, chops",Salmonella,Restaurant/Sit-down,0.0034803001625032456,0.027246100401879983,0.0,2009-4
2009,3,New York,,Restaurant - Sit-down dining,3,0.0,0.0,"ribs, pork",,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2009-3
2009,3,Oklahoma,Salmonella enterica,Restaurant - Sit-down dining,25,4.0,0.0,,Salmonella,Restaurant/Sit-down,0.0066928849278908575,0.027246100401879983,0.0,2009-3
2009,4,Ohio,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Private home/residence; Grocery store",10,0.0,0.0,,,Restaurant/Fast-food,0.002677153971156343,0.0,0.0,2009-4
2009,3,Alabama,Norovirus Genogroup II,Restaurant - Sit-down dining,35,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0093700388990472,0.0,0.0,2009-3
2009,2,Wisconsin,Norovirus Genogroup II,Caterer (food prepared off-site from where served),16,0.0,0.0,cake,Norovirus,Caterer,0.0042834463538501495,0.0,0.0,2009-2
2009,1,South Carolina,,Caterer (food prepared off-site from where served),14,0.0,0.0,,,Caterer,0.0037480155596188807,0.0,0.0,2009-1
2009,1,South Carolina,Norovirus Genogroup II,Restaurant - Sit-down dining,4,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0010708615884625374,0.0,0.0,2009-1
2009,4,Illinois,,Restaurant - other or unknown type,3,1.0,0.0,,,Restaurant/other,0.0008031461913469029,0.006811525100469996,0.0,2009-4
2009,4,Illinois,Norovirus Genogroup II,Restaurant - Sit-down dining,4,1.0,0.0,,Norovirus,Restaurant/Sit-down,0.0010708615884625374,0.006811525100469996,0.0,2009-4
2009,1,California,,Restaurant - Sit-down dining,4,0.0,0.0,,,Restaurant/Sit-down,0.0010708615884625374,0.0,0.0,2009-1
2009,4,Ohio,,Other (describe in remarks),3,0.0,0.0,"sandwich, steak",,Other,0.0008031461913469029,0.0,0.0,2009-4
2009,3,Oregon,Norovirus Genogroup II,"Restaurant - ""Fast-food""(drive up service or pay at counter)",12,,0.0,,Norovirus,Restaurant/Fast-food,0.0032125847653876115,,0.0,2009-3
2009,3,Oregon,Norovirus Genogroup II,School/college/university,49,0.0,0.0,,Norovirus,School/college/university,0.013118054458666081,0.0,0.0,2009-3
2009,4,Hawaii,Histamine,Prison/jail,13,0.0,0.0,"fish, ahi",Histamine,Prison/jail,0.0034803001625032456,0.0,0.0,2009-4
2009,3,Connecticut,"Escherichia coli, Shiga toxin-producing",Office/indoor workplace,60,5.0,0.0,chicken tenders,Escherichia,Office,0.01606292382693806,0.034057625502349975,0.0,2009-3
2009,4,Illinois,Norovirus,Office/indoor workplace,11,0.0,0.0,,Norovirus,Office,0.0029448693682719777,0.0,0.0,2009-4
2009,5,Ohio,Clostridium perfringens,Private home/residence,23,0.0,0.0,chicken,Clostridium,Private home/residence,0.006157454133659588,0.0,0.0,2009-5
2009,4,Minnesota,Norovirus,"Restaurant - ""Fast-food""(drive up service or pay at counter)",17,0.0,0.0,,Norovirus,Restaurant/Fast-food,0.004551161750965783,0.0,0.0,2009-4
2009,4,Ohio,"Escherichia coli, Shiga toxin-producing",Restaurant - Sit-down dining,3,2.0,0.0,"ground beef, cheeseburger",Escherichia,Restaurant/Sit-down,0.0008031461913469029,0.013623050200939991,0.0,2009-4
2009,2,Mississippi,Norovirus unknown; Staphylococcus unknown,Prison/jail,66,0.0,0.0,cabbage; ice,Staphylococcus,Prison/jail,0.017669216209631865,0.0,0.0,2009-2
2009,2,Mississippi,Salmonella enterica,Prison/jail,184,3.0,0.0,,Salmonella,Prison/jail,0.049259633069276706,0.020434575301409987,0.0,2009-2
2009,4,Iowa,Norovirus Genogroup II,,27,1.0,0.0,lettuce based salads,Norovirus,,0.007228315722122127,0.006811525100469996,0.0,2009-4
2009,4,Oregon,,Restaurant - Sit-down dining,11,0.0,0.0,,,Restaurant/Sit-down,0.0029448693682719777,0.0,0.0,2009-4
2009,4,Connecticut,,Private home/residence,5,1.0,0.0,asparagus; horseradish,,Private home/residence,0.0013385769855781716,0.006811525100469996,0.0,2009-4
2009,4,Connecticut,Bacillus cereus,School/college/university; Other (describe in remarks),47,0.0,0.0,macaroni and cheese,Bacillus,School/college/university,0.012582623664434814,0.0,0.0,2009-4
2009,5,Connecticut,Norovirus Genogroup II,Restaurant - Sit-down dining,13,0.0,0.0,filet mignon appetizer,Norovirus,Restaurant/Sit-down,0.0034803001625032456,0.0,0.0,2009-5
2009,4,Wisconsin,Clostridium perfringens,Restaurant - Sit-down dining,8,0.0,0.0,,Clostridium,Restaurant/Sit-down,0.0021417231769250747,0.0,0.0,2009-4
2009,1,California,Norovirus unknown,,10,0.0,0.0,,Norovirus,,0.002677153971156343,0.0,0.0,2009-1
2009,3,New York,Salmonella enterica,Unknown,3,0.0,0.0,,Salmonella,Unknown,0.0008031461913469029,0.0,0.0,2009-3
2009,4,Wisconsin,Salmonella enterica,Private home/residence,14,2.0,0.0,deviled eggs,Salmonella,Private home/residence,0.0037480155596188807,0.013623050200939991,0.0,2009-4
2009,2,Florida,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,1.0,0.0,"salad, unspecified",,Restaurant/Fast-food,0.0008031461913469029,0.006811525100469996,0.0,2009-2
2009,4,Pennsylvania,,,5,0.0,0.0,,,,0.0013385769855781716,0.0,0.0,2009-4
2009,2,Florida,Norovirus,Banquet Facility (food prepared and served on-site),30,0.0,0.0,vinagarette-based dressing,Norovirus,Banquet Facility,0.00803146191346903,0.0,0.0,2009-2
2009,5,Pennsylvania,Campylobacter jejuni,Private home/residence,2,0.0,0.0,"milk, whole milk unpasteurized",Campylobacter,Private home/residence,0.0005354307942312687,0.0,0.0,2009-5
2009,5,Illinois,,Caterer (food prepared off-site from where served),5,0.0,0.0,,,Caterer,0.0013385769855781716,0.0,0.0,2009-5
2009,5,Illinois,Norovirus Genogroup II,Banquet Facility (food prepared and served on-site),39,0.0,0.0,,Norovirus,Banquet Facility,0.010440900487509739,0.0,0.0,2009-5
2009,5,Illinois,Norovirus Genogroup I,Private home/residence,32,0.0,0.0,,Norovirus,Private home/residence,0.008566892707700299,0.0,0.0,2009-5
2009,5,Illinois,,Restaurant - other or unknown type,18,0.0,0.0,,,Restaurant/other,0.004818877148081418,0.0,0.0,2009-5
2009,1,California,Norovirus unknown,Restaurant - Sit-down dining,10,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.002677153971156343,0.0,0.0,2009-1
2009,1,California,Norovirus unknown,Restaurant - Sit-down dining,7,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0018740077798094403,0.0,0.0,2009-1
2009,2,California,,Restaurant - Sit-down dining,4,0.0,0.0,spring roll,,Restaurant/Sit-down,0.0010708615884625374,0.0,0.0,2009-2
2009,5,Ohio,Mycotoxins,,2,0.0,0.0,candy,Mycotoxin,,0.0005354307942312687,0.0,0.0,2009-5
2009,2,California,Norovirus unknown,,9,0.0,0.0,,Norovirus,,0.002409438574040709,0.0,0.0,2009-2
2009,2,California,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0.0,0.0,,,Restaurant/Fast-food,0.0010708615884625374,0.0,0.0,2009-2
2009,2,California,,Restaurant - Sit-down dining,5,0.0,0.0,,,Restaurant/Sit-down,0.0013385769855781716,0.0,0.0,2009-2
2009,3,California,,,31,0.0,0.0,,,,0.008299177310584663,0.0,0.0,2009-3
2009,3,California,Bacillus cereus,"Restaurant - ""Fast-food""(drive up service or pay at counter); Private home/residence; Grocery store",7,0.0,0.0,bean dishes,Bacillus,Restaurant/Fast-food,0.0018740077798094403,0.0,0.0,2009-3
2009,4,California,Other - Bacterium,,7,0.0,0.0,,Other - Bacterium,,0.0018740077798094403,0.0,0.0,2009-4
2009,4,California,Norovirus Genogroup II,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,0.0,0.0,,Norovirus,Restaurant/Fast-food,0.002409438574040709,0.0,0.0,2009-4
2009,5,Ohio,Norovirus Genogroup II,Restaurant - Sit-down dining,15,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.004015730956734515,0.0,0.0,2009-5
2009,5,New York,Bacillus cereus,Banquet Facility (food prepared and served on-site),20,1.0,0.0,"chicken, chimichanga",Bacillus,Banquet Facility,0.005354307942312686,0.006811525100469996,0.0,2009-5
2009,5,Virginia,Staphylococcus aureus,Private home/residence; Religious facility,19,0.0,0.0,egg salad/egg salad sandwich,Staphylococcus,Religious facility,0.005086592545197052,0.0,0.0,2009-5
2009,5,South Carolina,Clostridium perfringens,Private home/residence,350,0.0,0.0,"beans, baked",Clostridium,Private home/residence,0.093700388990472,0.0,0.0,2009-5
2009,1,South Carolina,Norovirus Genogroup II,,13,0.0,0.0,,Norovirus,,0.0034803001625032456,0.0,0.0,2009-1
2009,5,Arizona,Enterococcus faecalis,"Restaurant - ""Fast-food""(drive up service or pay at counter)",13,0.0,0.0,"sandwich, submarine",Enterococcus,Restaurant/Fast-food,0.0034803001625032456,0.0,0.0,2009-5
2009,5,Connecticut,Norovirus Genogroup II,Restaurant - Sit-down dining,2,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0005354307942312687,0.0,0.0,2009-5
2009,6,Virginia,Staphylococcus aureus,Other (describe in remarks),12,0.0,0.0,"chicken, strips",Staphylococcus,Other,0.0032125847653876115,0.0,0.0,2009-6
2009,1,Wisconsin,Norovirus Genogroup II,Restaurant - Sit-down dining,62,1.0,0.0,,Norovirus,Restaurant/Sit-down,0.016598354621169327,0.006811525100469996,0.0,2009-1
2009,6,Minnesota,"Escherichia coli, Shiga toxin-producing",Private home/residence,4,0.0,0.0,potato salad,Escherichia,Private home/residence,0.0010708615884625374,0.0,0.0,2009-6
2009,5,Wisconsin,,,49,,,,,,0.013118054458666081,,,2009-5
2009,6,Ohio,Campylobacter unknown,Restaurant - Sit-down dining,2,1.0,0.0,,Campylobacter,Restaurant/Sit-down,0.0005354307942312687,0.006811525100469996,0.0,2009-6
2009,5,California,Norovirus unknown,Private home/residence,26,0.0,0.0,cactus salad; multiple foods,Norovirus,Private home/residence,0.006960600325006491,0.0,0.0,2009-5
2009,6,Maryland,,Restaurant - Sit-down dining,3,0.0,0.0,chicken fried rice,,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2009-6
2009,5,Wisconsin,"Escherichia coli, Enterotoxigenic",,8,0.0,0.0,,Escherichia,,0.0021417231769250747,0.0,0.0,2009-5
2009,1,Maryland,Norovirus Genogroup II,Restaurant - Sit-down dining,12,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0032125847653876115,0.0,0.0,2009-1
2009,4,Massachusetts,Salmonella enterica,Private home/residence,50,,0.0,,Salmonella,Private home/residence,0.013385769855781715,,0.0,2009-4
2009,1,Maryland,Norovirus Genogroup II,Restaurant - Sit-down dining,13,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0034803001625032456,0.0,0.0,2009-1
2009,4,California,Norovirus unknown,,18,0.0,0.0,"egg-containing food, other",Norovirus,,0.004818877148081418,0.0,0.0,2009-4
2009,5,Minnesota,Norovirus,Private home/residence,11,0.0,0.0,potato salad,Norovirus,Private home/residence,0.0029448693682719777,0.0,0.0,2009-5
2009,4,Maryland,,,7,0.0,0.0,,,,0.0018740077798094403,0.0,0.0,2009-4
2009,4,Virginia,Brucella unknown,Other (describe in remarks),4,1.0,0.0,goat cheese; cow cheese,Brucella,Other,0.0010708615884625374,0.006811525100469996,0.0,2009-4
2009,6,Tennessee,Norovirus Genogroup II,Restaurant - Sit-down dining,11,0.0,0.0,cheese dip,Norovirus,Restaurant/Sit-down,0.0029448693682719777,0.0,0.0,2009-6
2009,4,Kansas,,Restaurant - Sit-down dining,4,0.0,0.0,pork,,Restaurant/Sit-down,0.0010708615884625374,0.0,0.0,2009-4
2009,6,Illinois,,Restaurant - Sit-down dining,3,0.0,0.0,,,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2009-6
2009,6,Illinois,,Restaurant - Sit-down dining,2,0.0,0.0,,,Restaurant/Sit-down,0.0005354307942312687,0.0,0.0,2009-6
2009,6,Illinois,Norovirus Genogroup I,Other (describe in remarks),25,1.0,0.0,,Norovirus,Other,0.0066928849278908575,0.006811525100469996,0.0,2009-6
2009,6,Illinois,,Restaurant - other or unknown type,3,0.0,0.0,,,Restaurant/other,0.0008031461913469029,0.0,0.0,2009-6
2009,6,Illinois,,Caterer (food prepared off-site from where served),43,0.0,0.0,,,Caterer,0.011511762075972275,0.0,0.0,2009-6
2009,6,Illinois,,Caterer (food prepared off-site from where served),35,0.0,0.0,roast beef,,Caterer,0.0093700388990472,0.0,0.0,2009-6
2009,6,New York,Campylobacter jejuni,Other (describe in remarks),9,0.0,0.0,,Campylobacter,Other,0.002409438574040709,0.0,0.0,2009-6
2009,5,Colorado,,Restaurant - Sit-down dining,5,0.0,0.0,,,Restaurant/Sit-down,0.0013385769855781716,0.0,0.0,2009-5
